Geneid	Chr	Start	End	Strand	Length	alignment/bam/SRR20707035_sorted.bam	alignment/bam/SRR20707036_sorted.bam	alignment/bam/SRR20707037_sorted.bam	alignment/bam/SRR20707038_sorted.bam	alignment/bam/SRR20707039_sorted.bam	alignment/bam/SRR20707040_sorted.bam	alignment/bam/SRR20707041_sorted.bam	alignment/bam/SRR20707042_sorted.bam	alignment/bam/SRR20707043_sorted.bam	alignment/bam/SRR20707044_sorted.bam	alignment/bam/SRR20707045_sorted.bam	alignment/bam/SRR20707047_sorted.bam	alignment/bam/SRR20707048_sorted.bam	alignment/bam/SRR20707049_sorted.bam	alignment/bam/SRR20707050_sorted.bam	alignment/bam/SRR20707051_sorted.bam	alignment/bam/SRR20707053_sorted.bam	alignment/bam/SRR20707054_sorted.bam	alignment/bam/SRR20707056_sorted.bam	alignment/bam/SRR20707058_sorted.bam	alignment/bam/SRR20707059_sorted.bam	alignment/bam/SRR20707060_sorted.bam	alignment/bam/SRR20707061_sorted.bam	alignment/bam/SRR20707062_sorted.bam	alignment/bam/SRR20707063_sorted.bam	alignment/bam/SRR20707064_sorted.bam	alignment/bam/SRR20707065_sorted.bam	alignment/bam/SRR20707066_sorted.bam	alignment/bam/SRR20707067_sorted.bam	alignment/bam/SRR20707068_sorted.bam	alignment/bam/SRR20707069_sorted.bam	alignment/bam/SRR20707070_sorted.bam	alignment/bam/SRR20707071_sorted.bam	alignment/bam/SRR20707072_sorted.bam	alignment/bam/SRR20707073_sorted.bam	alignment/bam/SRR20707074_sorted.bam	alignment/bam/SRR20707075_sorted.bam	alignment/bam/SRR20707076_sorted.bam	alignment/bam/SRR20707077_sorted.bam	alignment/bam/SRR20707078_sorted.bam	alignment/bam/SRR20707079_sorted.bam	alignment/bam/SRR20707080_sorted.bam	alignment/bam/SRR20707081_sorted.bam	alignment/bam/SRR20707082_sorted.bam	alignment/bam/SRR20707083_sorted.bam	alignment/bam/SRR20707084_sorted.bam	alignment/bam/SRR20707085_sorted.bam	alignment/bam/SRR20707086_sorted.bam	alignment/bam/SRR20707087_sorted.bam	alignment/bam/SRR20707088_sorted.bam	alignment/bam/SRR20707089_sorted.bam	alignment/bam/SRR20707090_sorted.bam	alignment/bam/SRR20707091_sorted.bam	alignment/bam/SRR20707092_sorted.bam	alignment/bam/SRR20707093_sorted.bam	alignment/bam/SRR20707094_sorted.bam	alignment/bam/SRR20707095_sorted.bam	alignment/bam/SRR20707096_sorted.bam	alignment/bam/SRR20707097_sorted.bam	alignment/bam/SRR20707098_sorted.bam	alignment/bam/SRR20707099_sorted.bam	alignment/bam/SRR20707100_sorted.bam	alignment/bam/SRR20707101_sorted.bam	alignment/bam/SRR20707102_sorted.bam	alignment/bam/SRR20707103_sorted.bam	alignment/bam/SRR20707104_sorted.bam	alignment/bam/SRR20707105_sorted.bam	alignment/bam/SRR20707106_sorted.bam	alignment/bam/SRR20707107_sorted.bam	alignment/bam/SRR20707108_sorted.bam	alignment/bam/SRR20707109_sorted.bam	alignment/bam/SRR20707110_sorted.bam	alignment/bam/SRR20707111_sorted.bam	alignment/bam/SRR20707112_sorted.bam	alignment/bam/SRR20707113_sorted.bam	alignment/bam/SRR20707114_sorted.bam	alignment/bam/SRR20707115_sorted.bam	alignment/bam/SRR20707116_sorted.bam	alignment/bam/SRR20707117_sorted.bam	alignment/bam/SRR20707119_sorted.bam	alignment/bam/SRR20707120_sorted.bam	alignment/bam/SRR20707121_sorted.bam	alignment/bam/SRR20707122_sorted.bam	alignment/bam/SRR20707123_sorted.bam	alignment/bam/SRR20707124_sorted.bam	alignment/bam/SRR20707125_sorted.bam	alignment/bam/SRR20707127_sorted.bam	alignment/bam/SRR20707129_sorted.bam	alignment/bam/SRR20707131_sorted.bam	alignment/bam/SRR20707133_sorted.bam	alignment/bam/SRR20707134_sorted.bam	alignment/bam/SRR20707135_sorted.bam	alignment/bam/SRR20707136_sorted.bam	alignment/bam/SRR20707137_sorted.bam	alignment/bam/SRR20707139_sorted.bam	alignment/bam/SRR20707140_sorted.bam	alignment/bam/SRR20707141_sorted.bam	alignment/bam/SRR20707142_sorted.bam	alignment/bam/SRR20707143_sorted.bam	alignment/bam/SRR20707144_sorted.bam	alignment/bam/SRR20707145_sorted.bam	alignment/bam/SRR20707146_sorted.bam	alignment/bam/SRR20707147_sorted.bam	alignment/bam/SRR20707148_sorted.bam	alignment/bam/SRR20707149_sorted.bam	alignment/bam/SRR20707151_sorted.bam	alignment/bam/SRR20707152_sorted.bam	alignment/bam/SRR20707153_sorted.bam	alignment/bam/SRR20707154_sorted.bam	alignment/bam/SRR20707155_sorted.bam	alignment/bam/SRR20707156_sorted.bam	alignment/bam/SRR20707157_sorted.bam	alignment/bam/SRR20707158_sorted.bam	alignment/bam/SRR20707159_sorted.bam	alignment/bam/SRR20707160_sorted.bam	alignment/bam/SRR20707161_sorted.bam	alignment/bam/SRR20707162_sorted.bam	alignment/bam/SRR20707163_sorted.bam	alignment/bam/SRR20707164_sorted.bam	alignment/bam/SRR20707165_sorted.bam	alignment/bam/SRR20707166_sorted.bam	alignment/bam/SRR20707167_sorted.bam	alignment/bam/SRR20707168_sorted.bam	alignment/bam/SRR20707169_sorted.bam	alignment/bam/SRR20707170_sorted.bam
YDR434W	ref|NC_001136|	1331237	1332841	+	1605	294	0	14	0	0	0	0	0	0	0	5	24	0	81	0	0	0	73	0	4	0	0	3	114	92	0	0	406	3	126	6	5	2	0	123	0	4	1	0	0	3	0	0	75	0	136	16	0	0	5	1	0	0	0	48	0	0	0	0	0	0	0	0	0	11	0	0	2	5	0	0	0	4	162	0	0	1	6	62	0	4	20	0	0	71	343	0	0	0	12	4	2	11	4	7	0	61	12	12	0	4	0	0	3	0	0	301	60	0	3	1	0	0	0	54	183	0	0	77	0	0	0	0	0	12
YDL002C	ref|NC_001136|	446967	447578	-	612	0	0	82	69	0	21	0	0	0	0	0	6	10	0	17	0	41	34	17	0	0	7	0	0	11	0	0	0	0	29	0	0	0	0	0	58	26	153	27	0	0	0	9	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	54	0	0	0	11	114	0	54	0	14	78	0	0	0	112	69	0	0	4	0	0	0	54	0	0	0	0	0	0	0	0	53	87	0	0	0	0	0	0	0	0	2	0	0	0	0	0	32	4	0	0	74	109	143	0	7	99	0	0	0	1	0	9	138
YDR225W	ref|NC_001136|	915530	915928	+	399	202	1	81	118	23	26	94	99	430	636	13	17	27	0	29	0	30	174	354	75	516	0	176	30	0	0	283	44	0	574	69	0	5	0	385	596	68	104	94	0	61	0	81	65	40	1466	283	714	1067	0	270	2	255	102	504	146	585	381	0	55	0	1430	19	0	6	0	0	72	314	32	212	74	116	111	44	88	72	3	2	30	41	63	242	63	236	1636	0	32	0	0	0	0	190	45	0	0	164	152	12	609	13	31	257	236	45	60	6	62	0	0	0	0	445	0	2	46	21	21	8	32	0	64	0	0	0
YDR418W	ref|NC_001136|	1301616	1302113	+	498	124	55	76	90	155	97	40	9	20	62	132	176	149	70	2	5	24	196	133	130	134	220	101	200	307	32	54	220	305	142	184	140	26	196	302	124	176	57	198	155	143	41	215	38	127	243	379	234	149	126	40	103	120	95	59	34	101	109	0	34	1	50	0	0	34	0	0	52	81	124	8	72	20	25	122	27	86	153	158	56	206	19	250	0	0	229	10	110	42	78	89	54	130	151	59	66	52	192	27	74	236	355	51	208	100	84	126	115	136	62	40	165	279	231	238	181	34	160	274	235	138	281	140	140	163
YDR224C	ref|NC_001136|	914317	914712	-	396	361	102	45	102	77	0	0	0	427	609	58	178	4	0	33	13	0	173	212	3	423	6	133	30	102	0	325	63	122	451	151	126	61	62	748	455	16	180	79	68	25	0	36	19	0	535	49	431	768	64	760	27	621	200	688	77	418	270	0	38	56	1899	0	0	0	37	84	52	208	227	31	67	14	0	28	2	0	52	185	29	203	200	198	35	49	617	38	24	19	0	57	12	206	171	16	14	497	410	25	748	106	190	209	125	0	44	0	113	26	30	31	45	821	0	76	135	450	62	146	81	0	132	33	0	93
YDR502C	ref|NC_001136|	1453310	1454464	-	1155	0	0	11	0	119	60	0	0	0	64	6	0	0	0	11	0	0	530	0	54	102	0	228	101	67	0	31	696	151	213	0	0	13	1	734	0	87	0	0	183	0	9	0	79	0	0	0	56	0	0	0	166	0	60	4	0	21	0	0	0	0	226	0	0	0	0	0	10	0	0	0	0	0	0	11	0	0	0	0	0	0	29	0	0	0	251	0	117	71	3	0	2	28	0	0	0	0	33	0	205	28	0	18	0	64	0	87	76	156	0	68	0	146	0	1	312	0	0	1	0	0	0	0	158	19
YDR447C	ref|NC_001136|;ref|NC_001136|	1354829;1355551	1355236;1355553	-;-	411	167	130	1	158	197	230	16	0	31	109	263	697	403	142	18	19	2	303	267	29	261	490	303	335	414	4	58	518	465	186	236	86	64	295	492	355	375	80	141	192	252	82	176	183	285	366	1071	316	269	132	213	376	350	14	233	26	426	175	0	78	63	238	0	0	38	0	30	112	19	102	25	58	9	0	184	111	246	303	199	256	147	100	210	50	34	641	174	120	54	47	349	216	207	452	175	152	37	527	102	127	445	467	158	237	211	208	342	387	323	332	83	172	406	308	278	626	281	255	417	579	239	158	520	309	302
YDL039C	ref|NC_001136|	381985	384081	-	2097	6	0	0	0	0	0	0	0	1	0	0	0	27	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	90	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	0	0	5	122
YDL225W	ref|NC_001136|	52445	54100	+	1656	4	0	0	0	0	21	0	0	0	0	7	8	107	5	0	4	0	37	0	0	0	0	157	1	105	0	0	15	35	84	27	0	0	2	2	0	4	4	0	0	0	0	156	0	14	0	0	0	0	0	0	6	0	7	31	0	72	0	0	31	0	1	1	0	24	1	3	23	4	3	0	0	0	0	1	0	13	26	0	18	0	0	0	0	2	0	0	0	0	1	14	7	0	2	0	0	0	0	4	2	0	23	8	0	0	0	0	4	0	0	0	65	32	0	0	60	4	6	0	57	4	0	5	4	14
YDR259C	ref|NC_001136|	974631	975782	-	1152	0	1	0	251	162	0	0	0	0	35	6	0	0	0	0	0	0	0	0	0	50	7	0	0	0	0	0	128	0	14	0	0	0	0	62	0	0	0	0	150	0	0	0	51	0	0	0	0	0	0	0	0	0	27	402	0	0	95	0	0	0	0	0	0	0	49	0	43	57	0	0	0	39	0	7	0	0	5	0	0	10	13	39	0	58	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	24	36	0	0	0	0	0	6	0	0	0	0	0	248	5	0	0	0	0	84	9	0	4	0	93
YDR495C	ref|NC_001136|	1438115	1441150	-	3036	0	0	0	0	0	3	0	0	0	0	0	18	137	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	0	44	0	22	0	0	0	0	0	0	128	0	0	0	15	0	0	0	0	0	0	2	0	0	0	0	0	24	0	0	0	0	121	10	1	0	0	2	0	14	0	1	22	2	0	0	68	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	36	118	131	0	0	0	0	0	0	0	0	199	5	0	0	0	31	0	0	0	0	0	0	0	0	0	4
YDL151C	ref|NC_001136|	183318	183899	-	582	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
YDR357C	ref|NC_001136|	1189199	1189567	-	369	0	0	0	0	1	0	0	0	6	0	0	0	0	2	24	0	0	9	0	26	4	0	18	2	0	0	4	16	3	23	0	0	0	0	9	44	0	1	122	0	46	0	12	25	0	50	0	149	0	2	64	0	11	0	66	0	10	2	31	50	0	42	0	0	0	1	0	0	25	139	0	0	68	80	62	10	32	0	0	0	15	4	0	0	0	0	35	26	0	0	0	8	0	51	2	0	0	0	0	34	39	34	0	2	0	0	0	40	0	13	0	0	37	32	0	26	27	0	0	136	1	88	0	16	0
YDR370C	ref|NC_001136|	1217782	1219110	-	1329	0	0	0	0	0	0	0	0	106	129	0	116	0	0	60	0	0	33	0	0	0	65	0	185	15	0	0	12	67	61	0	0	0	0	139	0	1	0	81	2	71	0	0	0	0	0	0	0	0	0	0	278	10	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	44	0	262	0	0	0	0	0	0	82	0	0	0	0	0	0	23	0	0	62	0	0	0	0	1	45	0	44	5	226	0	0	0	0	127	0	19	8	190	24	0
YDR298C	ref|NC_001136|	1058176	1058814	-	639	86	74	107	105	20	74	0	115	3	2	0	144	38	8	79	18	8	137	7	63	0	56	0	40	327	0	24	98	109	23	35	5	0	4	59	93	54	3	42	0	1	0	122	0	53	0	1	183	14	7	0	0	56	16	97	0	14	82	37	19	2	382	0	0	5	83	0	99	0	20	0	2	0	90	48	0	0	0	177	146	36	4	117	4	80	115	22	0	0	10	0	0	0	12	0	27	12	0	148	343	63	173	0	131	0	36	1	5	102	4	23	225	282	34	106	128	0	0	152	33	16	0	26	5	0
YDR276C	ref|NC_001136|	1013476	1013643	-	168	316	66	147	235	139	45	72	183	131	156	110	297	136	55	49	0	4	91	551	0	88	180	21	190	163	145	405	276	198	27	102	8	58	180	382	163	368	271	301	191	142	4	309	211	94	206	217	198	58	9	69	51	280	66	239	0	147	139	0	428	47	1428	64	141	15	29	8	229	152	40	77	175	154	46	167	129	78	134	174	116	144	125	75	0	31	91	0	190	0	92	184	303	15	183	87	47	387	219	201	51	276	269	137	300	52	114	0	59	33	38	19	412	187	85	54	445	59	70	143	64	48	168	254	0	80
YDL185C-A	ref|NC_001136|	126608	126835	-	228	0	0	0	15	0	7	0	0	0	0	2	2	0	1	0	0	0	9	0	0	0	0	0	3	2	0	0	13	14	2	0	9	1	2	4	0	0	0	0	0	0	2	3	0	0	0	9	0	0	0	9	1	0	5	0	0	0	0	0	2	0	7	0	0	1	0	0	3	2	5	0	0	0	4	0	0	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	2	1	6	1	0	0	2	0	0	0	0	1	1	6	0	11	0	0	0	0	0	17	10	1	0	0	0	0	0	0	0	0	0	29
YDR545C-A	ref|NC_001136|	1530863	1531342	-	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tM(CAU)D	ref|NC_001136|	1175829	1175901	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL247W	ref|NC_001136|	5985	7814	+	1830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR406W	ref|NC_001136|	1279210	1283799	+	4590	603	11	2	148	91	514	0	0	542	0	0	39	123	3	0	0	8	11	0	0	459	13	0	95	94	0	0	136	23	20	0	1284	0	102	245	0	10	58	0	395	0	0	0	0	0	0	3	252	0	0	95	0	203	0	150	0	0	0	251	0	127	0	0	748	0	10	269	49	0	433	13	0	561	192	0	0	167	42	0	0	0	419	0	322	100	0	527	2	0	18	0	0	0	0	0	4	0	0	0	9	153	0	0	0	0	0	39	0	0	115	0	0	483	65	0	0	57	0	0	32	0	0	0	18	0
YDR273W	ref|NC_001136|	1010176	1011273	+	1098	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	73	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	94	0	0	0	0	0	0	136	0	0
YDR269C	ref|NC_001136|	1005665	1005988	-	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
YDR453C	ref|NC_001136|	1365072	1365662	-	591	14	0	0	0	0	34	95	64	0	14	0	23	54	31	188	0	0	10	0	0	35	0	0	180	18	0	2	0	64	0	41	0	1	47	0	0	3	0	0	19	33	0	18	0	25	0	0	14	2	67	0	0	2	0	0	0	0	0	86	191	134	0	8	23	386	0	32	243	239	139	0	0	1	83	175	0	113	92	0	0	216	0	257	2	0	0	0	0	0	2	0	0	15	34	0	0	0	0	21	0	0	1	0	0	0	0	0	0	3	0	0	21	0	14	0	0	0	0	5	0	101	0	0	0	0
YDR383C	ref|NC_001136|	1239960	1240676	-	717	23	17	5	192	14	6	10	3	2	7	60	24	30	7	59	39	4	10	31	7	11	18	8	20	81	13	7	9	15	10	17	18	10	13	20	24	22	61	39	18	19	14	21	36	20	27	28	14	25	19	7	16	14	5	95	5	14	10	2	19	0	5	1	17	9	0	2	3	18	13	4	6	9	1	15	4	15	28	15	4	15	3	18	7	12	75	11	8	236	12	20	8	11	19	27	11	7	8	8	8	32	13	10	23	11	21	28	23	9	27	13	13	14	21	18	21	12	12	34	13	18	20	8	21	17
YDR375C	ref|NC_001136|	1225166	1226536	-	1371	5	112	0	4	73	0	0	2	0	4	0	0	54	0	0	0	0	34	0	110	0	0	0	0	0	0	18	0	238	0	114	0	0	166	24	0	0	0	0	129	0	0	1	0	0	0	4	0	0	338	0	7	0	0	207	0	0	0	0	0	29	0	0	0	0	0	0	22	0	0	0	0	0	213	0	0	34	2	0	0	0	0	0	0	0	161	0	24	0	0	183	0	41	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	56	0	0	0	360	99	3	2	0	0	0	0	0	0	0	1	0
YDL161W	ref|NC_001136|	167714	169078	+	1365	0	63	0	0	8	74	0	0	19	151	15	27	88	0	47	20	0	0	275	0	18	34	0	22	76	0	0	0	0	72	88	0	0	33	0	81	85	32	125	2	92	12	94	40	0	0	0	0	0	0	0	0	0	0	2	103	0	66	0	0	73	73	4	0	19	0	20	14	0	95	109	14	1	166	0	0	57	60	65	0	0	0	255	0	0	31	3	0	0	0	0	24	2	110	0	29	0	2	0	0	0	61	6	0	44	0	0	0	5	0	0	63	0	0	7	8	41	0	0	0	59	73	0	0	24
YDL051W	ref|NC_001136|	363952	364779	+	828	0	17	0	0	0	4	0	0	0	49	0	18	0	12	0	0	0	31	0	0	10	23	0	14	18	0	0	43	22	8	0	53	17	8	52	3	13	0	56	8	16	21	26	16	0	0	26	56	0	16	0	18	1	3	0	0	10	28	0	0	0	0	1	0	2	0	0	0	0	0	8	0	0	0	0	0	10	45	0	0	0	0	0	16	0	0	0	0	0	0	0	0	5	18	0	4	0	0	0	0	135	3	22	73	0	0	4	42	3	14	12	8	105	0	30	54	27	18	0	0	13	0	58	32	33
YDR084C	ref|NC_001136|	613405	614004	-	600	48	0	0	46	30	20	0	0	0	1	25	86	86	0	0	0	0	19	0	28	46	0	2	2	0	0	25	0	63	0	8	0	0	0	13	0	0	0	3	0	56	0	0	0	0	0	0	0	0	0	0	0	42	0	3	0	0	0	0	86	0	153	0	80	61	0	0	0	18	0	0	68	0	0	0	0	74	0	0	0	0	0	0	0	0	124	2	0	0	0	12	0	33	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	7	0
YDL056W	ref|NC_001136|	352877	355378	+	2502	463	36	0	0	89	139	0	0	0	30	62	0	1	13	0	0	0	4	1	0	4	27	0	0	0	1	5	0	0	0	0	0	0	5	0	138	111	0	34	0	5	0	0	0	0	1	102	0	0	0	14	0	0	80	0	0	0	1	0	123	0	52	24	0	73	83	5	2	0	0	0	0	0	0	0	0	25	270	281	8	0	0	0	2	0	0	0	2	568	0	0	0	0	0	26	4	0	0	0	0	0	2	0	38	1	0	0	0	0	0	2	0	0	0	0	6	0	0	199	0	0	116	0	0	0
YDR344C	ref|NC_001136|	1162006	1162449	-	444	3	0	0	0	0	0	0	29	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR320C	ref|NC_001136|	1106095	1108101	-	2007	0	0	0	0	0	0	0	170	0	0	0	0	125	0	0	34	0	0	0	0	0	0	0	239	14	0	0	130	240	35	0	0	0	0	0	0	0	0	376	0	70	2	87	0	146	0	32	7	0	0	6	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	170	0	0	0	223	47	0	178	0	0	0	0	0	0	0	0	42	0	0	0	179	0	24	0	41	0	0	26	0	0	213	98	0	0	0	0	0	18	0	0	0	9	0	0	3	0	252	48	0	0	0	0	0	0	18	177	539	0
YDR221W	ref|NC_001136|	907330	909438	+	2109	0	2	0	0	0	0	0	0	0	11	0	34	15	14	0	0	0	47	19	0	2	0	0	116	4	0	0	0	0	0	0	0	0	0	85	0	13	0	0	0	0	110	0	0	132	388	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	1	2	0	0	0	32	0	32	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	15	41	0	0	0	0	0	85	0	0	70	0	0	22	0	0	0	0	67	194	0	0	0	0	0	0	0	0
tI(AAU)D	ref|NC_001136|	668007	668080	-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL032W	ref|NC_001136|	393690	394001	+	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR456W	ref|NC_001136|	1367485	1369386	+	1902	0	7	0	0	2	0	0	0	1	17	0	0	9	0	0	94	70	57	0	0	81	0	4	0	36	0	5	0	112	0	0	0	0	0	0	209	0	0	2	0	7	0	0	0	1	0	0	0	17	0	0	0	6	26	0	0	23	46	0	0	13	377	0	0	159	33	0	0	0	20	0	117	0	154	316	0	0	0	483	0	0	15	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	428	0	0	0	0	31	0	0	160	0	0	0	9	277	0	0	0	0	0	0	0	0	0	67	0	0
YDL036C	ref|NC_001136|	387513	388901	-	1389	0	0	2	0	5	0	12	0	0	0	0	2	2	0	0	0	0	0	0	0	0	33	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	1	0	0	0	0	0	0	427	2	0	0	71	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	17	0	0	0	14	0	0	0	4	0	0	0	0	0	0	2	131	3	41	0	0	0	0	0	0	0	70	0	0	3	0	0	135	14	0	0	55	7	3	0	0	0	0	0	160	0	2	2
tL(CAA)D	ref|NC_001136|;ref|NC_001136|	1461715;1461792	1461758;1461829	-;-	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL217C	ref|NC_001136|	67983	68606	-	624	0	45	0	27	0	28	0	43	0	0	1	64	21	25	20	0	2	0	0	0	8	37	0	113	64	0	0	0	62	0	23	0	0	0	38	9	168	0	0	159	0	0	0	0	0	0	44	10	0	20	0	568	0	0	0	0	25	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	134	5	0	0	0	0	0	17	0	0	0	0	5	19	0	85	0	0	0	0	10	0	0	0	21	0	0	0	0	0	0	7	0	0	0	137	0	0	0	91	0	99	127	0	0
snR63	ref|NC_001136|	323217	323471	-	255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
